business_code,cust_number,name_customer,buisness_year,doc_id,invoice_currency,document_type,posting_id,total_open_amount,cust_payment_terms,invoice_id,isopen,clear_date_datetime,posting_date_datetime,document_create_date_datetime,document_create_date.1_datetime,due_in_date_datetime,baseline_create_date_datetime
U001,0200794332,COST corporation,2019,1929231483,USD,RV,1,3136.76,NAAX,1929231483,0,2019-05-15,2019-05-01,1970-01-01 00:00:00.020190430,1970-01-01 00:00:00.020190501,1970-01-01 00:00:00.020190516,1970-01-01 00:00:00.020190501
CA02,0140104440,SO ,2019,2960588588,CAD,RV,1,138399.32,CA10,2960588588,0,2019-11-13,2019-10-26,1970-01-01 00:00:00.020191026,1970-01-01 00:00:00.020191026,1970-01-01 00:00:00.020191109,1970-01-01 00:00:00.020191030
U001,0200772670,ASSOCIAT corporation,2019,1929116390,USD,RV,1,69726.47,NAU5,1929116390,0,2019-04-25,2019-04-09,1970-01-01 00:00:00.020190410,1970-01-01 00:00:00.020190409,1970-01-01 00:00:00.020190424,1970-01-01 00:00:00.020190409
U001,0200785971,SYSCO  co,2019,1928956033,USD,RV,1,29938.58,NAA8,1928956033,0,2019-03-28,2019-03-13,1970-01-01 00:00:00.020190313,1970-01-01 00:00:00.020190313,1970-01-01 00:00:00.020190328,1970-01-01 00:00:00.020190313
U001,0200762950,HAR us,2019,1929692164,USD,RV,1,20598.13,NAA8,1929692164,0,2019-08-19,2019-08-02,1970-01-01 00:00:00.020190802,1970-01-01 00:00:00.020190802,1970-01-01 00:00:00.020190817,1970-01-01 00:00:00.020190802
U001,200726979,BJ'S  systems,2019,1929024725,USD,RV,1,235.39,NAA8,1929024725,0,2019-04-10,2019-03-26,1970-01-01 00:00:00.020190325,1970-01-01 00:00:00.020190326,1970-01-01 00:00:00.020190410,1970-01-01 00:00:00.020190326
U001,0200416837,DEC foundation,2020,1930823331,USD,RV,1,2715.67,NAM1,1930823331,1,,2020-04-24,1970-01-01 00:00:00.020200424,1970-01-01 00:00:00.020200424,1970-01-01 00:00:00.020200423,1970-01-01 00:00:00.020200416
U001,0200769623,WAL-MAR in,2019,1930072801,USD,RV,1,22661.12,NAH4,1930072801,0,2019-11-12,2019-10-30,1970-01-01 00:00:00.020191030,1970-01-01 00:00:00.020191030,1970-01-01 00:00:00.020191114,1970-01-01 00:00:00.020191030
CA02,0100030194,AMAZO us,2019,2960595837,CAD,RV,1,54922.16,CA10,2960595837,0,2019-12-18,2019-11-25,1970-01-01 00:00:00.020191125,1970-01-01 00:00:00.020191125,1970-01-01 00:00:00.020191213,1970-01-01 00:00:00.020191203
U001,0200434439,BAUGH SU trust,2019,1929472266,USD,RV,1,59646.59,NAA8,1929472266,0,2019-06-25,2019-06-11,1970-01-01 00:00:00.020190611,1970-01-01 00:00:00.020190611,1970-01-01 00:00:00.020190626,1970-01-01 00:00:00.020190611
U001,0200149567,RESER trust,2019,1929625400,USD,RV,1,13278.6,NABG,1929625400,0,2019-09-11,2019-07-16,1970-01-01 00:00:00.020190716,1970-01-01 00:00:00.020190716,1970-01-01 00:00:00.020190830,1970-01-01 00:00:00.020190716
U001,0200769623,WAL-MAR ,2019,1930137035,USD,RV,1,2982.64,NAH4,1930137035,0,2019-11-22,2019-11-12,1970-01-01 00:00:00.020191111,1970-01-01 00:00:00.020191112,1970-01-01 00:00:00.020191127,1970-01-01 00:00:00.020191112
U001,0200769623,WAL-MAR ,2020,1930440251,USD,RV,1,40419.7,NAH4,1930440251,0,2020-02-04,2020-01-25,1970-01-01 00:00:00.020200125,1970-01-01 00:00:00.020200125,1970-01-01 00:00:00.020200209,1970-01-01 00:00:00.020200125
U001,0200769623,WAL-MAR trust,2020,1930842467,USD,RV,1,28899.98,NAH4,1930842467,1,,2020-05-01,1970-01-01 00:00:00.020200430,1970-01-01 00:00:00.020200501,1970-01-01 00:00:00.020200516,1970-01-01 00:00:00.020200501
U001,0200726979,BJ'S  llc,2019,1929378957,USD,RV,1,161.26,NAA8,1929378957,0,2019-06-10,2019-05-26,1970-01-01 00:00:00.020190525,1970-01-01 00:00:00.020190526,1970-01-01 00:00:00.020190610,1970-01-01 00:00:00.020190526
U001,0200769623,WAL-MAR us,2019,1929542436,USD,RV,1,83859.93,NAH4,1929542436,0,2019-07-09,2019-06-25,1970-01-01 00:00:00.020190626,1970-01-01 00:00:00.020190625,1970-01-01 00:00:00.020190710,1970-01-01 00:00:00.020190625
U001,0200803720,DEC ,2019,1929793125,USD,RV,1,4374.16,NAM4,1929793125,0,2019-09-03,2019-08-26,1970-01-01 00:00:00.020190826,1970-01-01 00:00:00.020190826,1970-01-01 00:00:00.020190908,1970-01-01 00:00:00.020190816
U001,0200416837,DEC in,2019,1929655071,USD,RV,1,5252.43,NAM4,1929655071,0,2019-08-01,2019-07-24,1970-01-01 00:00:00.020190724,1970-01-01 00:00:00.020190724,1970-01-01 00:00:00.020190808,1970-01-01 00:00:00.020190716
U001,0200769623,WAL-MAR ,2019,1928982142,USD,RV,1,6247.14,NAH4,1928982142,0,2019-03-29,2019-03-18,1970-01-01 00:00:00.020190318,1970-01-01 00:00:00.020190318,1970-01-01 00:00:00.020190402,1970-01-01 00:00:00.020190318
U001,0200704045,RA systems,2019,1930187573,USD,RV,1,40215.41,NAA8,1930187573,0,2019-12-09,2019-11-23,1970-01-01 00:00:00.020191123,1970-01-01 00:00:00.020191123,1970-01-01 00:00:00.020191208,1970-01-01 00:00:00.020191123
U001,0200936373,SUPE llc,2019,1929272700,USD,RV,1,85799.26,NAA8,1929272700,0,2019-05-22,2019-05-07,1970-01-01 00:00:00.020190507,1970-01-01 00:00:00.020190507,1970-01-01 00:00:00.020190522,1970-01-01 00:00:00.020190507
U001,0200974851,RESTA co,2020,1930543523,USD,RV,1,3077.38,NAA8,1930543523,0,2020-03-05,2020-02-19,1970-01-01 00:00:00.020200219,1970-01-01 00:00:00.020200219,1970-01-01 00:00:00.020200305,1970-01-01 00:00:00.020200219
U001,0200759878,SA co,2020,1930724541,USD,RV,1,45866.33,NAH4,1930724541,1,,2020-03-31,1970-01-01 00:00:00.020200331,1970-01-01 00:00:00.020200331,1970-01-01 00:00:00.020200415,1970-01-01 00:00:00.020200331
U001,0100043901,DAVI associates,2020,1930723966,USD,RV,1,12387.09,NAA8,1930723966,1,,2020-04-03,1970-01-01 00:00:00.020200331,1970-01-01 00:00:00.020200403,1970-01-01 00:00:00.020200418,1970-01-01 00:00:00.020200403
U001,0200726979,BJ'S  corporation,2019,1928920176,USD,RV,1,285.81,NAA8,1928920176,0,2019-03-22,2019-03-07,1970-01-01 00:00:00.020190306,1970-01-01 00:00:00.020190307,1970-01-01 00:00:00.020190322,1970-01-01 00:00:00.020190307
U001,0200656729,PERFOR co,2019,1929767694,USD,RV,1,15035.3,NAA8,1929767694,0,2019-09-06,2019-08-26,1970-01-01 00:00:00.020190820,1970-01-01 00:00:00.020190826,1970-01-01 00:00:00.020190910,1970-01-01 00:00:00.020190826
U001,0200769623,WAL-MAR trust,2019,1929798715,USD,RV,1,38684.99,NAH4,1929798715,0,2019-09-09,2019-08-28,1970-01-01 00:00:00.020190827,1970-01-01 00:00:00.020190828,1970-01-01 00:00:00.020190912,1970-01-01 00:00:00.020190828
U001,0200769623,WAL-MAR foundation,2020,1930827068,USD,RV,1,2691.8,NAH4,1930827068,1,,2020-04-26,1970-01-01 00:00:00.020200426,1970-01-01 00:00:00.020200426,1970-01-01 00:00:00.020200511,1970-01-01 00:00:00.020200426
U001,0200721222,GO us,2019,1929953044,USD,RV,1,49690.48,NAA8,1929953044,0,2019-10-18,2019-10-03,1970-01-01 00:00:00.020191002,1970-01-01 00:00:00.020191003,1970-01-01 00:00:00.020191018,1970-01-01 00:00:00.020191003
U001,0200744019,TARG foundation,2020,1930453740,USD,RV,1,11629.56,NAA8,1930453740,0,2020-02-14,2020-01-30,1970-01-01 00:00:00.020200129,1970-01-01 00:00:00.020200130,1970-01-01 00:00:00.020200214,1970-01-01 00:00:00.020200130
U001,0200744019,TARG associates,2019,1929785010,USD,RV,1,67734.04,NAA8,1929785010,0,2019-09-09,2019-08-23,1970-01-01 00:00:00.020190823,1970-01-01 00:00:00.020190823,1970-01-01 00:00:00.020190907,1970-01-01 00:00:00.020190823
U001,0200353024,DECA corp,2019,1930118691,USD,RV,1,1645.5,NAM4,1930118691,0,2019-11-18,2019-11-07,1970-01-01 00:00:00.020191107,1970-01-01 00:00:00.020191107,1970-01-01 00:00:00.020191124,1970-01-01 00:00:00.020191101
U001,0200416837,DEC co,2019,1930217432,USD,RV,1,35.4,NAM4,1930217432,0,2019-12-16,2019-12-04,1970-01-01 00:00:00.020191204,1970-01-01 00:00:00.020191204,1970-01-01 00:00:00.020191224,1970-01-01 00:00:00.020191201
U001,0200706844,WINC ,2020,1930508816,USD,RV,1,84355.4,NAA8,1930508816,0,2020-02-24,2020-02-09,1970-01-01 00:00:00.020200210,1970-01-01 00:00:00.020200209,1970-01-01 00:00:00.020200224,1970-01-01 00:00:00.020200209
U001,0200769623,WAL-MAR trust,2019,1930248575,USD,RV,1,35369.51,NAH4,1930248575,0,2019-12-26,2019-12-09,1970-01-01 00:00:00.020191207,1970-01-01 00:00:00.020191209,1970-01-01 00:00:00.020191224,1970-01-01 00:00:00.020191209
U001,0200769623,WAL-MAR foundation,2020,1930620340,USD,RV,1,37129.95,NAH4,1930620340,1,,2020-03-09,1970-01-01 00:00:00.020200307,1970-01-01 00:00:00.020200309,1970-01-01 00:00:00.020200324,1970-01-01 00:00:00.020200309
U001,0200759878,SA associates,2019,1929708583,USD,RV,1,25057.55,NAH4,1929708583,0,2019-08-23,2019-08-06,1970-01-01 00:00:00.020190806,1970-01-01 00:00:00.020190806,1970-01-01 00:00:00.020190821,1970-01-01 00:00:00.020190806
U001,CCU013,KRAFT F in,2019,1928610943,USD,RV,1,23211.6,NAX2,1928610943,0,2019-03-01,2019-01-14,1970-01-01 00:00:00.020190112,1970-01-01 00:00:00.020190114,1970-01-01 00:00:00.020190114,1970-01-01 00:00:00.020190114
CA02,0140104409,LOB systems,2019,2960541237,CAD,RV,1,117407.66,CA10,2960541237,0,2019-05-07,2019-04-12,1970-01-01 00:00:00.020190412,1970-01-01 00:00:00.020190412,1970-01-01 00:00:00.020190429,1970-01-01 00:00:00.020190419
U001,0200769623,WAL-MAR corp,2019,1930055610,USD,RV,1,912.48,NAH4,1930055610,0,2019-11-15,2019-10-28,1970-01-01 00:00:00.020191026,1970-01-01 00:00:00.020191028,1970-01-01 00:00:00.020191112,1970-01-01 00:00:00.020191028
U001,0200759878,SA corp,2019,1929579344,USD,RV,1,13485.75,NAH4,1929579344,0,2019-07-23,2019-07-07,1970-01-01 00:00:00.020190705,1970-01-01 00:00:00.020190707,1970-01-01 00:00:00.020190722,1970-01-01 00:00:00.020190707
U001,0200782669,SYGMA associates,2019,1930201383,USD,RV,1,6473.55,NAA8,1930201383,0,2019-12-20,2019-12-04,1970-01-01 00:00:00.020191202,1970-01-01 00:00:00.020191204,1970-01-01 00:00:00.020191219,1970-01-01 00:00:00.020191204
U001,CCCA02,KRAFT  co,2020,1930428632,USD,RV,1,14612.4,NAG2,1930428632,0,2020-02-28,2020-01-23,1970-01-01 00:00:00.020200122,1970-01-01 00:00:00.020200123,1970-01-01 00:00:00.020200227,1970-01-01 00:00:00.020200123
U001,0200705742,DOT corporation,2019,1928639010,USD,RV,1,680.83,NAAW,1928639010,0,2019-02-04,2019-01-18,1970-01-01 00:00:00.020190117,1970-01-01 00:00:00.020190118,1970-01-01 00:00:00.020190221,1970-01-01 00:00:00.020190118
U001,0200707822,PUBLI associates,2019,1929614531,USD,RV,1,127617.81,NAA8,1929614531,0,2019-07-29,2019-07-14,1970-01-01 00:00:00.020190713,1970-01-01 00:00:00.020190714,1970-01-01 00:00:00.020190729,1970-01-01 00:00:00.020190714
U001,200466603,SMITH'S llc,2019,1928650947,USD,RV,1,110926.69,NAA8,1928650947,0,2019-02-04,2019-01-20,1970-01-01 00:00:00.020190119,1970-01-01 00:00:00.020190120,1970-01-01 00:00:00.020190204,1970-01-01 00:00:00.020190120
U001,0200769623,WAL-MAR foundation,2019,1930271307,USD,RV,1,7885.17,NAH4,1930271307,0,2019-12-24,2019-12-12,1970-01-01 00:00:00.020191212,1970-01-01 00:00:00.020191212,1970-01-01 00:00:00.020191227,1970-01-01 00:00:00.020191212
CA02,0140106376,ISLAND associates,2019,2960580743,CAD,RV,1,29136.72,CA10,2960580743,0,2019-10-11,2019-09-24,1970-01-01 00:00:00.020190924,1970-01-01 00:00:00.020190924,1970-01-01 00:00:00.020191011,1970-01-01 00:00:00.020191001
U001,0200769623,WAL-MAR ,2020,1930710728,USD,RV,1,16342.71,NAH4,1930710728,1,,2020-03-27,1970-01-01 00:00:00.020200327,1970-01-01 00:00:00.020200327,1970-01-01 00:00:00.020200411,1970-01-01 00:00:00.020200327
CA02,0140106181,THE  foundation,2020,2960611109,CAD,RV,1,50400.0,CA10,2960611109,0,2020-04-24,2020-01-29,1970-01-01 00:00:00.020200129,1970-01-01 00:00:00.020200129,1970-01-01 00:00:00.020200208,1970-01-01 00:00:00.020200129
CA02,0100029649,LES ENTRE associates,2019,2960581841,CAD,RV,1,7000.0,CA10,2960581841,0,2019-10-04,2019-09-23,1970-01-01 00:00:00.020190924,1970-01-01 00:00:00.020190923,1970-01-01 00:00:00.020191004,1970-01-01 00:00:00.020190924
U001,0200769623,WAL-MAR systems,2020,1930829000,USD,RV,1,78871.74,NAH4,1930829000,1,,2020-04-28,1970-01-01 00:00:00.020200426,1970-01-01 00:00:00.020200428,1970-01-01 00:00:00.020200513,1970-01-01 00:00:00.020200428
U001,0200743996,STATER  foundation,2019,1929142393,USD,RV,1,4076.9,NAGD,1929142393,0,2019-06-19,2019-04-16,1970-01-01 00:00:00.020190414,1970-01-01 00:00:00.020190416,1970-01-01 00:00:00.020190620,1970-01-01 00:00:00.020190416
CA02,0140105847,GORDON F associates,2019,2960528119,CAD,RV,1,27661.98,CA10,2960528119,0,2019-02-22,2019-02-11,1970-01-01 00:00:00.020190211,1970-01-01 00:00:00.020190211,1970-01-01 00:00:00.020190222,1970-01-01 00:00:00.020190212
U001,0200900909,SYSCO corp,2019,1929900485,USD,RV,1,2116.51,NAD1,1929900485,0,2019-10-08,2019-09-26,1970-01-01 00:00:00.020190919,1970-01-01 00:00:00.020190926,1970-01-01 00:00:00.020191016,1970-01-01 00:00:00.020190926
U001,0200769623,WAL-MAR foundation,2019,1929478673,USD,RV,1,2914.91,NAH4,1929478673,0,2019-06-24,2019-06-12,1970-01-01 00:00:00.020190612,1970-01-01 00:00:00.020190612,1970-01-01 00:00:00.020190627,1970-01-01 00:00:00.020190612
U001,0200705372,FR co,2019,1928533959,USD,RV,1,5176.21,NAA8,1928533959,0,2019-01-22,2019-01-04,1970-01-01 00:00:00.020181229,1970-01-01 00:00:00.020190104,1970-01-01 00:00:00.020190119,1970-01-01 00:00:00.020190104
U001,0200803720,DEC corp,2019,1929115505,USD,RV,1,4276.56,NAM2,1929115505,0,2019-04-10,2019-04-10,1970-01-01 00:00:00.020190410,1970-01-01 00:00:00.020190410,1970-01-01 00:00:00.020190411,1970-01-01 00:00:00.020190401
U001,0200875006,KROGER ,2019,1929719445,USD,RV,1,59512.4,NAA8,1929719445,0,2019-08-23,2019-08-07,1970-01-01 00:00:00.020190807,1970-01-01 00:00:00.020190807,1970-01-01 00:00:00.020190822,1970-01-01 00:00:00.020190807
U001,0200769623,WAL-MAR in,2019,1930277467,USD,RV,1,15482.3,NAH4,1930277467,0,2019-12-24,2019-12-14,1970-01-01 00:00:00.020191213,1970-01-01 00:00:00.020191214,1970-01-01 00:00:00.020191229,1970-01-01 00:00:00.020191214
U001,0200726979,BJ'S  co,2020,1930586377,USD,RV,1,35.76,NAA8,1930586377,1,,2020-03-03,1970-01-01 00:00:00.020200303,1970-01-01 00:00:00.020200303,1970-01-01 00:00:00.020200318,1970-01-01 00:00:00.020200303
U001,0200793000,US  ,2020,1930629890,USD,RV,1,41974.14,NAA8,1930629890,1,,2020-03-10,1970-01-01 00:00:00.020200310,1970-01-01 00:00:00.020200310,1970-01-01 00:00:00.020200325,1970-01-01 00:00:00.020200310
U001,0200769623,WAL-MAR associates,2019,1929826671,USD,RV,1,58954.96,NAH4,1929826671,0,2019-09-16,2019-09-04,1970-01-01 00:00:00.020190904,1970-01-01 00:00:00.020190904,1970-01-01 00:00:00.020190919,1970-01-01 00:00:00.020190904
U013,0100044007,SUPER associates,2019,1991827316,USD,RV,1,15692.15,NAUP,1991827316,0,2019-05-14,2019-05-14,1970-01-01 00:00:00.020190514,1970-01-01 00:00:00.020190514,1970-01-01 00:00:00.020190514,1970-01-01 00:00:00.020190514
U001,0200772670,ASSOCIAT llc,2019,1930087626,USD,RV,1,35409.65,NAU5,1930087626,0,2019-11-18,2019-11-01,1970-01-01 00:00:00.020191101,1970-01-01 00:00:00.020191101,1970-01-01 00:00:00.020191116,1970-01-01 00:00:00.020191101
U001,0200726979,BJ'S  llc,2019,1929654515,USD,RV,1,35103.39,NAA8,1929654515,0,2019-08-08,2019-07-24,1970-01-01 00:00:00.020190723,1970-01-01 00:00:00.020190724,1970-01-01 00:00:00.020190808,1970-01-01 00:00:00.020190724
U001,0200707822,PUBLI trust,2019,1929810142,USD,RV,1,4834.47,NAGD,1929810142,0,2019-11-04,2019-08-29,1970-01-01 00:00:00.020190829,1970-01-01 00:00:00.020190829,1970-01-01 00:00:00.020191102,1970-01-01 00:00:00.020190829
U001,0200353024,DECA associates,2020,1930876902,USD,RV,1,9141.76,NAM2,1930876902,1,,2020-05-07,1970-01-01 00:00:00.020200507,1970-01-01 00:00:00.020200507,1970-01-01 00:00:00.020200511,1970-01-01 00:00:00.020200501
U001,0200769623,WAL-MAR corporation,2019,1929607790,USD,RV,1,62899.26,NAH4,1929607790,0,2019-07-23,2019-07-11,1970-01-01 00:00:00.020190711,1970-01-01 00:00:00.020190711,1970-01-01 00:00:00.020190726,1970-01-01 00:00:00.020190711
CA02,0140106372,G T  us,2019,2960594030,CAD,RV,1,77579.03,CA10,2960594030,0,2019-11-29,2019-11-18,1970-01-01 00:00:00.020191118,1970-01-01 00:00:00.020191118,1970-01-01 00:00:00.020191130,1970-01-01 00:00:00.020191120
U001,0200744019,TARG trust,2020,1930768093,USD,RV,1,29684.74,NAA8,1930768093,1,,2020-04-10,1970-01-01 00:00:00.020200409,1970-01-01 00:00:00.020200410,1970-01-01 00:00:00.020200425,1970-01-01 00:00:00.020200410
U001,200794332,COST llc,2019,1929068959,USD,RV,1,17280.53,NAAX,1929068959,0,2019-04-16,2019-04-02,1970-01-01 00:00:00.020190402,1970-01-01 00:00:00.020190402,1970-01-01 00:00:00.020190417,1970-01-01 00:00:00.020190402
U001,0200761734,H E BUT foundation,2019,1929170879,USD,RV,1,1628.68,NAGD,1929170879,0,2019-05-02,2019-04-18,1970-01-01 00:00:00.020190418,1970-01-01 00:00:00.020190418,1970-01-01 00:00:00.020190622,1970-01-01 00:00:00.020190418
U001,0200769623,WAL-MAR corp,2019,1929391842,USD,RV,1,14371.6,NAH4,1929391842,0,2019-06-10,2019-05-29,1970-01-01 00:00:00.020190528,1970-01-01 00:00:00.020190529,1970-01-01 00:00:00.020190613,1970-01-01 00:00:00.020190529
U001,0200020431,DEC corp,2019,1929843785,USD,RV,1,2574.36,NAM4,1929843785,0,2019-09-16,2019-09-07,1970-01-01 00:00:00.020190907,1970-01-01 00:00:00.020190907,1970-01-01 00:00:00.020190924,1970-01-01 00:00:00.020190901
U001,0200726979,BJ'S  co,2019,1929570704,USD,RV,1,191.41,NAA8,1929570704,0,2019-07-18,2019-07-03,1970-01-01 00:00:00.020190702,1970-01-01 00:00:00.020190703,1970-01-01 00:00:00.020190718,1970-01-01 00:00:00.020190703
U001,0200726979,BJ'S  associates,2019,1930161420,USD,RV,1,261.01,NAA8,1930161420,0,2019-12-02,2019-11-15,1970-01-01 00:00:00.020191116,1970-01-01 00:00:00.020191115,1970-01-01 00:00:00.020191130,1970-01-01 00:00:00.020191115
U001,0200769623,WAL-MAR us,2019,1929846275,USD,RV,1,56692.67,NAH4,1929846275,0,2019-09-18,2019-09-08,1970-01-01 00:00:00.020190907,1970-01-01 00:00:00.020190908,1970-01-01 00:00:00.020190923,1970-01-01 00:00:00.020190908
U001,0200759878,SA foundation,2019,1930058849,USD,RV,1,30363.56,NAH4,1930058849,0,2019-11-18,2019-10-29,1970-01-01 00:00:00.020191028,1970-01-01 00:00:00.020191029,1970-01-01 00:00:00.020191113,1970-01-01 00:00:00.020191029
U001,0200769623,WAL-MAR systems,2020,1930390468,USD,RV,1,20296.65,NAH4,1930390468,0,2020-01-27,2020-01-15,1970-01-01 00:00:00.020200113,1970-01-01 00:00:00.020200115,1970-01-01 00:00:00.020200130,1970-01-01 00:00:00.020200115
U001,0200192492,HEARTHSI foundation,2019,1929826349,USD,RV,1,47044.8,NAVQ,1929826349,0,2019-10-15,2019-09-05,1970-01-01 00:00:00.020190903,1970-01-01 00:00:00.020190905,1970-01-01 00:00:00.020191104,1970-01-01 00:00:00.020190905
U001,0200769623,WAL-MAR corporation,2020,1930853606,USD,RV,1,12818.04,NAH4,1930853606,1,,2020-05-04,1970-01-01 00:00:00.020200502,1970-01-01 00:00:00.020200504,1970-01-01 00:00:00.020200519,1970-01-01 00:00:00.020200504
U001,0200726979,BJ'S  corp,2019,1928835574,USD,RV,1,280.52,NAA8,1928835574,0,2019-03-11,2019-02-22,1970-01-01 00:00:00.020190221,1970-01-01 00:00:00.020190222,1970-01-01 00:00:00.020190309,1970-01-01 00:00:00.020190222
U001,0200706844,WINC in,2019,1928674380,USD,RV,1,21995.39,NAA8,1928674380,0,2019-02-07,2019-01-23,1970-01-01 00:00:00.020190124,1970-01-01 00:00:00.020190123,1970-01-01 00:00:00.020190207,1970-01-01 00:00:00.020190123
CA02,0140104409,LOB ,2019,2960543153,CAD,RV,1,60049.52,CA10,2960543153,0,2019-05-03,2019-04-22,1970-01-01 00:00:00.020190422,1970-01-01 00:00:00.020190422,1970-01-01 00:00:00.020190502,1970-01-01 00:00:00.020190422
U001,0200769623,WAL-MAR us,2019,1929316049,USD,RV,1,379.65,NAH4,1929316049,0,2019-05-31,2019-05-15,1970-01-01 00:00:00.020190514,1970-01-01 00:00:00.020190515,1970-01-01 00:00:00.020190530,1970-01-01 00:00:00.020190515
U001,0200767729,PERFOR trust,2019,1929643693,USD,RV,1,21609.64,NAA8,1929643693,0,2019-08-02,2019-07-22,1970-01-01 00:00:00.020190720,1970-01-01 00:00:00.020190722,1970-01-01 00:00:00.020190806,1970-01-01 00:00:00.020190722
U001,0200726979,BJ'S  systems,2020,1930794757,USD,RV,1,165.9,NAA8,1930794757,1,,2020-04-17,1970-01-01 00:00:00.020200416,1970-01-01 00:00:00.020200417,1970-01-01 00:00:00.020200502,1970-01-01 00:00:00.020200417
U001,0200769623,WAL-MAR us,2020,1930570002,USD,RV,1,977.05,NAH4,1930570002,0,2020-03-09,2020-02-26,1970-01-01 00:00:00.020200225,1970-01-01 00:00:00.020200226,1970-01-01 00:00:00.020200312,1970-01-01 00:00:00.020200226
U001,0200744019,TARG llc,2019,1928653825,USD,RV,1,16132.79,NAA8,1928653825,0,2019-03-21,2019-01-20,1970-01-01 00:00:00.020190120,1970-01-01 00:00:00.020190120,1970-01-01 00:00:00.020190204,1970-01-01 00:00:00.020190120
U001,0200833713,JETRO trust,2019,1930262288,USD,RV,1,389.53,NAA8,1930262288,0,2019-12-31,2019-12-11,1970-01-01 00:00:00.020191211,1970-01-01 00:00:00.020191211,1970-01-01 00:00:00.020191226,1970-01-01 00:00:00.020191211
U001,0200707822,PUBLI associates,2019,1929410678,USD,RV,1,22803.72,NAA8,1929410678,0,2019-06-17,2019-05-31,1970-01-01 00:00:00.020190531,1970-01-01 00:00:00.020190531,1970-01-01 00:00:00.020190615,1970-01-01 00:00:00.020190531
U001,0200974851,RESTA systems,2019,1929322711,USD,RV,1,3472.99,NAA8,1929322711,0,2019-05-31,2019-05-16,1970-01-01 00:00:00.020190515,1970-01-01 00:00:00.020190516,1970-01-01 00:00:00.020190531,1970-01-01 00:00:00.020190516
U001,0200772670,ASSOCIAT us,2019,1930255536,USD,RV,1,851.6,NAU5,1930255536,0,2019-12-26,2019-12-09,1970-01-01 00:00:00.020191209,1970-01-01 00:00:00.020191209,1970-01-01 00:00:00.020191224,1970-01-01 00:00:00.020191209
U001,0200230690,DECA llc,2019,1928914693,USD,RV,1,35.52,NAM4,1928914693,0,2019-03-18,2019-03-06,1970-01-01 00:00:00.020190306,1970-01-01 00:00:00.020190306,1970-01-01 00:00:00.020190324,1970-01-01 00:00:00.020190301
U001,0200705742,DOT us,2020,1930447594,USD,RV,1,24843.73,NAD1,1930447594,0,2020-02-11,2020-01-27,1970-01-01 00:00:00.020200127,1970-01-01 00:00:00.020200127,1970-01-01 00:00:00.020200216,1970-01-01 00:00:00.020200127
U001,0200789077,US  in,2019,1928656913,USD,RV,1,10325.91,NAD1,1928656913,0,2019-02-11,2019-01-21,1970-01-01 00:00:00.020190121,1970-01-01 00:00:00.020190121,1970-01-01 00:00:00.020190210,1970-01-01 00:00:00.020190121
U001,0200152991,JET co,2020,1930571548,USD,RV,1,1533.09,NAA8,1930571548,0,2020-03-12,2020-02-26,1970-01-01 00:00:00.020200226,1970-01-01 00:00:00.020200226,1970-01-01 00:00:00.020200312,1970-01-01 00:00:00.020200226
U001,0100031704,DELHAIZE us,2020,1930821403,USD,RV,1,91351.96,NAA8,1930821403,1,,2020-04-23,1970-01-01 00:00:00.020200423,1970-01-01 00:00:00.020200423,1970-01-01 00:00:00.020200508,1970-01-01 00:00:00.020200423
U001,0200712105,WALG systems,2020,1930857156,USD,RV,1,80281.5,NAA8,1930857156,1,,2020-05-04,1970-01-01 00:00:00.020200504,1970-01-01 00:00:00.020200504,1970-01-01 00:00:00.020200519,1970-01-01 00:00:00.020200504
U001,0200705742,DOT corporation,2019,1929491627,USD,RV,1,2516.93,NA32,1929491627,0,2019-07-05,2019-06-14,1970-01-01 00:00:00.020190614,1970-01-01 00:00:00.020190614,1970-01-01 00:00:00.020190716,1970-01-01 00:00:00.020190614
U001,0200418007,AM co,2020,1930622128,USD,RV,1,42185.38,NAA8,1930622128,1,,2020-03-09,1970-01-01 00:00:00.020200308,1970-01-01 00:00:00.020200309,1970-01-01 00:00:00.020200324,1970-01-01 00:00:00.020200309
U001,200739534,OK corp,2019,1928984530,USD,RV,1,10492.49,NAGD,1928984530,0,2019-05-22,2019-03-17,1970-01-01 00:00:00.020190318,1970-01-01 00:00:00.020190317,1970-01-01 00:00:00.020190521,1970-01-01 00:00:00.020190317
U001,0200769623,WAL-MAR llc,2020,1930352005,USD,RV,1,28934.04,NAH4,1930352005,0,2020-01-21,2020-01-04,1970-01-01 00:00:00.020200103,1970-01-01 00:00:00.020200104,1970-01-01 00:00:00.020200119,1970-01-01 00:00:00.020200104
U001,0200622385,US  ,2019,1929892547,USD,RV,1,112223.78,NAD1,1929892547,0,2019-10-09,2019-09-19,1970-01-01 00:00:00.020190918,1970-01-01 00:00:00.020190919,1970-01-01 00:00:00.020191009,1970-01-01 00:00:00.020190919
U001,CCCA02,KRAFT  in,2019,1928877500,USD,RV,1,14223.6,NAG2,1928877500,0,2019-03-29,2019-02-28,1970-01-01 00:00:00.020190228,1970-01-01 00:00:00.020190228,1970-01-01 00:00:00.020190404,1970-01-01 00:00:00.020190228
U001,0200418007,AM llc,2020,1930508423,USD,RV,1,274.2,NAA8,1930508423,0,2020-02-26,2020-02-11,1970-01-01 00:00:00.020200210,1970-01-01 00:00:00.020200211,1970-01-01 00:00:00.020200226,1970-01-01 00:00:00.020200211
