business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,document_create_date,document_create_date.1,due_in_date,invoice_currency,document type,posting_id,area_business,total_open_amount,baseline_create_date,cust_payment_terms,invoice_id,isOpen,due_in_date_parsed,clear_date_parsed,posting_date_parsed,amount,invoice_age_days,posting_month,posting_quarter,due_month,due_day_of_week,customer_late_rate,customer_avg_delay,customer_invoice_count,business_code_encoded,payment_terms_encoded,late_payment_probability,predicted_late,overdue_days,ml_risk_tier
U001,0200769623,WAL-MAR ,,2020.0,1930692833.0,2020-03-24,20200324,20200324,20200408.0,USD,RV,1.0,,20017.92,20200324.0,NAH4,1930692833.0,1,2020-04-08,,2020-03-24,20017.92,15,3,1,4,2,0.1765038817022837,0.9707304588804326,3443.0,0,0,0.2619770262196644,0,93,Low Risk
U001,0200778355,US  llc,2019-11-08 00:00:00,2019.0,1930027969.0,2019-10-18,20191018,20191018,20191107.0,USD,RV,1.0,,51733.48,20191018.0,NAD1,1930027969.0,0,2019-11-07,2019-11-08,2019-10-18,51733.48,20,10,4,11,3,0.6555508263207149,1.3906092401362191,25.5,0,9,0.6863344308477144,1,0,Medium Risk
U001,0200769623,WAL-MAR trust,2019-11-19 00:00:00,2019.0,1930050154.0,2019-10-29,20191028,20191029,20191113.0,USD,RV,1.0,,27350.39,20191029.0,NAH4,1930050154.0,0,2019-11-13,2019-11-19,2019-10-29,27350.39,15,10,4,11,2,0.1765038817022837,0.9707304588804326,3443.0,0,0,0.2580819057429637,0,0,Low Risk
U001,0200769623,WAL-MAR trust,2019-08-06 00:00:00,2019.0,1929656990.0,2019-07-27,20190726,20190727,20190811.0,USD,RV,1.0,,53200.16,20190727.0,NAH4,1929656990.0,0,2019-08-11,2019-08-06,2019-07-27,53200.16,15,7,3,8,6,0.1765038817022837,0.9707304588804326,3443.0,0,0,0.4088147350128983,0,0,Low Risk
U001,0200714710,SYSCO  corporation,2019-01-15 00:00:00,2019.0,1928544354.0,2019-01-02,20181231,20190102,20190117.0,USD,RV,1.0,,47825.79,20190102.0,NAA8,1928544354.0,0,2019-01-17,2019-01-15,2019-01-02,47825.79,15,1,1,1,3,0.5949363421813374,1.7329532772715197,77.0,0,2,0.6724054607495977,1,0,Medium Risk
U001,0200769623,WAL-MAR co,2019-11-12 00:00:00,2019.0,1930074266.0,2019-11-01,20191030,20191101,20191116.0,USD,RV,1.0,,14793.88,20191101.0,NAH4,1930074266.0,0,2019-11-16,2019-11-12,2019-11-01,14793.88,15,11,4,11,5,0.1765038817022837,0.9707304588804326,3443.0,0,0,0.3722028503333119,0,0,Low Risk
U001,0200793513,KROGER co,2019-09-12 00:00:00,2019.0,1929804686.0,2019-08-28,20190828,20190828,20190912.0,USD,RV,1.0,,65476.71,20190828.0,NAA8,1929804686.0,0,2019-09-12,2019-09-12,2019-08-28,65476.71,15,8,3,9,3,0.379608822390611,0.8417019998350057,38.5,0,2,0.5027660190281044,1,0,Medium Risk
U001,0200729290,KROGER ,2019-12-30 00:00:00,2019.0,1930272989.0,2019-12-13,20191212,20191213,20191228.0,USD,RV,1.0,,45346.85,20191213.0,NAA8,1930272989.0,0,2019-12-28,2019-12-30,2019-12-13,45346.85,15,12,4,12,5,0.679545928586051,1.3625481885548394,44.0,0,2,0.7901284608227529,1,0,High Risk
U001,0200794332,COST associates,2019-01-23 00:00:00,2019.0,1928580719.0,2019-01-08,20190106,20190108,20190123.0,USD,RV,1.0,,20557.14,20190108.0,NAAX,1928580719.0,0,2019-01-23,2019-01-23,2019-01-08,20557.14,15,1,1,1,2,0.2835017377005195,1.1619302084157763,342.5,0,1,0.3903671634844303,0,0,Low Risk
U001,0200780383,MEIJ us,2019-10-22 00:00:00,2019.0,1929975497.0,2019-10-07,20191006,20191007,20191022.0,USD,RV,1.0,,131654.89,20191007.0,NAA8,1929975497.0,0,2019-10-22,2019-10-22,2019-10-07,131654.89,15,10,4,10,1,0.6741877949887803,1.5466529894452703,159.0,0,2,0.6350252385831648,1,0,Medium Risk
U001,0200769623,WAL-MAR associates,2019-02-04 00:00:00,2019.0,1928662265.0,2019-01-23,20190122,20190123,20190207.0,USD,RV,1.0,,48098.93,20190123.0,NAH4,1928662265.0,0,2019-02-07,2019-02-04,2019-01-23,48098.93,15,1,1,2,3,0.1765038817022837,0.9707304588804326,3443.0,0,0,0.2915938173139983,0,0,Low Risk
U001,200936373,SUPE associates,2019-07-16 00:00:00,2019.0,1929555086.0,2019-07-01,20190629,20190701,20190716.0,USD,RV,1.0,,49160.75,20190701.0,NAA8,1929555086.0,0,2019-07-16,2019-07-16,2019-07-01,49160.75,15,7,3,7,1,0.5334515484515484,1.0227570577570575,7.0,0,2,0.5370043962829195,1,0,Medium Risk
U001,0200803720,DEC systems,2019-07-01 00:00:00,2019.0,1929538525.0,2019-06-25,20190625,20190625,20190709.0,USD,RV,1.0,,294.66,20190616.0,NAM4,1929538525.0,0,2019-07-09,2019-07-01,2019-06-25,294.66,14,6,2,7,1,0.1947485416922703,0.4603274364638316,140.0,0,18,0.2514697282411896,0,0,Low Risk
U013,CC7455,HEIN llc,2019-05-03 00:00:00,2019.0,1991822152.0,2019-02-06,20190206,20190206,20190323.0,USD,RV,1.0,,22348.78,20190206.0,NAVF,1991822152.0,0,2019-03-23,2019-05-03,2019-02-06,22348.78,45,2,1,3,5,0.75,26.75,1.5,1,20,0.9270051576938108,1,0,High Risk
U001,0200769623,WAL-MAR trust,2019-01-29 00:00:00,2019.0,1928650918.0,2019-01-19,20190119,20190119,20190203.0,USD,RV,1.0,,34035.71,20190119.0,NAH4,1928650918.0,0,2019-02-03,2019-01-29,2019-01-19,34035.71,15,1,1,2,6,0.1765038817022837,0.9707304588804326,3443.0,0,0,0.4117277488695109,0,0,Low Risk
U001,0200759878,SA systems,2019-06-19 00:00:00,2019.0,1929420008.0,2019-06-04,20190603,20190604,20190619.0,USD,RV,1.0,,81427.89,20190604.0,NAH4,1929420008.0,0,2019-06-19,2019-06-19,2019-06-04,81427.89,15,6,2,6,2,0.8349609971620193,1.8622329249071916,423.5,0,0,0.782901061765275,1,0,High Risk
U001,0200793088,DEMOU us,2019-08-29 00:00:00,2019.0,1929735032.0,2019-08-14,20190812,20190814,20190829.0,USD,RV,1.0,,148653.48,20190814.0,NAA8,1929735032.0,0,2019-08-29,2019-08-29,2019-08-14,148653.48,15,8,3,8,3,0.0,0.0,18.5,0,2,0.2230906100509477,0,0,Low Risk
U001,0200714710,SYSCO  in,2019-02-26 00:00:00,2019.0,1928634186.0,2019-01-22,20190116,20190122,20190223.0,USD,RV,1.0,,881.08,20190122.0,NA32,1928634186.0,0,2019-02-23,2019-02-26,2019-01-22,881.08,32,1,1,2,5,0.5949363421813374,1.7329532772715197,77.0,0,12,0.7094018641879505,1,0,High Risk
U001,200308132,COLORA systems,2019-08-27 00:00:00,2019.0,1929732606.0,2019-08-10,20190810,20190810,20190825.0,USD,RV,1.0,,23707.2,20190810.0,NAA8,1929732606.0,0,2019-08-25,2019-08-27,2019-08-10,23707.2,15,8,3,8,6,0.0,0.0,0.0,0,2,0.3405989969746684,0,0,Low Risk
U001,200726979,BJ'S  systems,2019-04-24 00:00:00,2019.0,1929130939.0,2019-04-09,20190411,20190409,20190424.0,USD,RV,1.0,,167.97,20190409.0,NAA8,1929130939.0,0,2019-04-24,2019-04-24,2019-04-09,167.97,15,4,2,4,2,0.3024342031894552,0.6001388229545509,39.0,0,2,0.4036116520222482,0,0,Low Risk
CA02,0140104340,COLABOR  co,2019-05-16 00:00:00,2019.0,2960546191.0,2019-05-07,20190507,20190507,20190519.0,CAD,RV,1.0,,326.39,20190509.0,CA10,2960546191.0,0,2019-05-19,2019-05-16,2019-05-07,326.39,12,5,2,5,6,0.7658364268461193,3.986865163950605,36.5,2,6,0.893481309577416,1,0,High Risk
CA02,0140106408,WAL-M associates,2019-10-01 00:00:00,2019.0,2960578465.0,2019-09-09,20190909,20190909,20190919.0,CAD,RV,1.0,,26663.52,20190909.0,CA10,2960578465.0,0,2019-09-19,2019-10-01,2019-09-09,26663.52,10,9,3,9,3,0.996996996996997,10.732870017634704,166.0,2,6,0.9329252998934412,1,0,High Risk
U001,0200331749,SYSC foundation,,2020.0,1930579080.0,2020-02-28,20200227,20200228,20200314.0,USD,RV,1.0,,5320.85,20200228.0,NAA8,1930579080.0,1,2020-03-14,,2020-02-28,5320.85,15,2,1,3,5,0.8355483954671673,2.101460301541777,53.0,0,2,0.8657785815811323,1,118,High Risk
U001,0200772670,ASSOCIAT associates,,2020.0,1930819529.0,2020-04-23,20200423,20200423,20200508.0,USD,RV,1.0,,30900.83,20200423.0,NAU5,1930819529.0,1,2020-05-08,,2020-04-23,30900.83,15,4,2,5,4,0.6481724652442218,2.156662329806585,292.5,0,5,0.7375030460631303,1,63,High Risk
CA02,0140104440,SO llc,2019-05-21 00:00:00,2019.0,2960545789.0,2019-05-04,20190504,20190504,20190516.0,CAD,RV,1.0,,263908.02,20190506.0,CA10,2960545789.0,0,2019-05-16,2019-05-21,2019-05-04,263908.02,12,5,2,5,3,0.9829612004019608,5.770687721232506,95.5,2,6,0.9025567869673198,1,0,High Risk
U001,0200769623,WAL-MAR corp,2019-10-15 00:00:00,2019.0,1929951202.0,2019-10-01,20191001,20191001,20191016.0,USD,RV,1.0,,15608.85,20191001.0,NAH4,1929951202.0,0,2019-10-16,2019-10-15,2019-10-01,15608.85,15,10,4,10,2,0.1765038817022837,0.9707304588804326,3443.0,0,0,0.2585638580113616,0,0,Low Risk
U001,0200769623,WAL-MAR corp,2019-07-08 00:00:00,2019.0,1929537891.0,2019-06-25,20190625,20190625,20190710.0,USD,RV,1.0,,64523.68,20190625.0,NAH4,1929537891.0,0,2019-07-10,2019-07-08,2019-06-25,64523.68,15,6,2,7,2,0.1765038817022837,0.9707304588804326,3443.0,0,0,0.2575110704613785,0,0,Low Risk
U001,0200230690,DECA corporation,2019-11-28 00:00:00,2019.0,1930195225.0,2019-11-26,20191126,20191126,20191209.0,USD,RV,1.0,,981.17,20191116.0,NAM4,1930195225.0,0,2019-12-09,2019-11-28,2019-11-26,981.17,13,11,4,12,0,0.2146059232408963,0.5546127604981806,113.0,0,18,0.2311890763074478,0,0,Low Risk
U001,0200718130,SYSCO F foundation,2020-03-13 00:00:00,2020.0,1930571243.0,2020-02-26,20200226,20200226,20200312.0,USD,RV,1.0,,23669.98,20200226.0,NAA8,1930571243.0,0,2020-03-12,2020-03-13,2020-02-26,23669.98,15,2,1,3,3,0.5774524732648904,2.642886731630208,51.0,0,2,0.6753442278671702,1,0,Medium Risk
U001,200778870,C associates,2019-07-25 00:00:00,2019.0,1929578328.0,2019-07-05,20190704,20190705,20190720.0,USD,RV,1.0,,133941.99,20190705.0,NAA8,1929578328.0,0,2019-07-20,2019-07-25,2019-07-05,133941.99,15,7,3,7,5,0.6666666666666666,2.333333333333333,1.0,0,2,0.7826460020855224,1,0,High Risk
U001,0200790215,VAN  us,2020-04-24 00:00:00,2020.0,1930570825.0,2020-02-26,20200226,20200226,20200317.0,USD,RV,1.0,,43342.59,20200226.0,NAD1,1930570825.0,0,2020-03-17,2020-04-24,2020-02-26,43342.59,20,2,1,3,1,0.0,0.0,0.5,0,9,0.1615012778272875,0,0,Low Risk
U001,0200761734,H E BUT systems,2019-03-15 00:00:00,2019.0,1928885531.0,2019-03-01,20190301,20190301,20190316.0,USD,RV,1.0,,52633.36,20190301.0,NAA8,1928885531.0,0,2019-03-16,2019-03-15,2019-03-01,52633.36,15,3,1,3,5,0.167209289716476,0.2972233387102868,127.0,0,2,0.4207532105089474,0,0,Low Risk
U001,0200779906,BOZZU us,2019-05-24 00:00:00,2019.0,1929277229.0,2019-05-08,20190508,20190508,20190523.0,USD,RV,1.0,,18335.4,20190508.0,NAA8,1929277229.0,0,2019-05-23,2019-05-24,2019-05-08,18335.4,15,5,2,5,3,0.9861111111111112,1.9455601633235815,35.5,0,2,0.8770078269688831,1,0,High Risk
U013,0100049850,ROADTOWN in,2019-07-19 00:00:00,2019.0,1991829819.0,2019-07-11,20190711,20190711,20190909.0,USD,RV,1.0,,30.18,20190711.0,NAUZ,1991829819.0,0,2019-09-09,2019-07-19,2019-07-11,30.18,60,7,3,9,0,0.05,0.1,2.0,1,32,0.1201259349661741,0,0,Low Risk
U001,0200726979,BJ'S  co,2019-07-01 00:00:00,2019.0,1929492701.0,2019-06-15,20190614,20190615,20190630.0,USD,RV,1.0,,126.24,20190615.0,NAA8,1929492701.0,0,2019-06-30,2019-07-01,2019-06-15,126.24,15,6,2,6,6,0.5191912956595145,1.1648432156942987,580.5,0,2,0.725296442338603,1,0,High Risk
U001,0200748108,KROGER corporation,2020-03-11 00:00:00,2020.0,1930560599.0,2020-02-25,20200224,20200225,20200311.0,USD,RV,1.0,,17457.22,20200225.0,NAA8,1930560599.0,0,2020-03-11,2020-03-11,2020-02-25,17457.22,15,2,1,3,2,0.4557596585283034,1.2307828909405594,23.5,0,2,0.5296165330234368,1,0,Medium Risk
U001,0100031704,DELHAIZE llc,2020-03-04 00:00:00,2020.0,1930533106.0,2020-02-18,20200216,20200218,20200304.0,USD,RV,1.0,,74006.39,20200218.0,NAA8,1930533106.0,0,2020-03-04,2020-03-04,2020-02-18,74006.39,15,2,1,3,2,0.5191268042766091,2.3791412287900617,120.0,0,2,0.5826106260851207,1,0,Medium Risk
U001,0200726979,BJ'S  associates,2019-10-24 00:00:00,2019.0,1929987015.0,2019-10-09,20191008,20191009,20191024.0,USD,RV,1.0,,709.01,20191009.0,NAA8,1929987015.0,0,2019-10-24,2019-10-24,2019-10-09,709.01,15,10,4,10,3,0.5191912956595145,1.1648432156942987,580.5,0,2,0.6062005945039008,1,0,Medium Risk
U001,0200974851,RESTA us,2019-07-23 00:00:00,2019.0,1929588359.0,2019-07-08,20190708,20190708,20190723.0,USD,RV,1.0,,3098.03,20190708.0,NAA8,1929588359.0,0,2019-07-23,2019-07-23,2019-07-08,3098.03,15,7,3,7,1,0.0970296531886782,0.7226438909514221,95.0,0,2,0.230895541871923,0,0,Low Risk
U001,0200750051,ALBER ,2019-09-18 00:00:00,2019.0,1929821502.0,2019-09-03,20190901,20190903,20190918.0,USD,RV,1.0,,64575.56,20190903.0,NAA8,1929821502.0,0,2019-09-18,2019-09-18,2019-09-03,64575.56,15,9,3,9,2,0.323344518830675,0.5663172011281193,34.5,0,2,0.4140664001624656,0,0,Low Risk
U001,0200353024,DECA llc,2019-12-02 00:00:00,2019.0,1930180119.0,2019-11-21,20191121,20191121,20191209.0,USD,RV,1.0,,141.6,20191116.0,NAM4,1930180119.0,0,2019-12-09,2019-12-02,2019-11-21,141.6,18,11,4,12,0,0.1564581333423372,0.609539208829049,114.5,0,18,0.1974814587360098,0,0,Low Risk
U001,0200769623,WAL-MAR trust,2019-07-23 00:00:00,2019.0,1929579363.0,2019-07-06,20190705,20190706,20190721.0,USD,RV,1.0,,934.82,20190706.0,NAH4,1929579363.0,0,2019-07-21,2019-07-23,2019-07-06,934.82,15,7,3,7,6,0.1765038817022837,0.9707304588804326,3443.0,0,0,0.4142592376928551,0,0,Low Risk
U001,0200792293,UNIFIE corporation,2019-02-07 00:00:00,2019.0,1928660025.0,2019-01-23,20190122,20190123,20190207.0,USD,RV,1.0,,36365.76,20190123.0,NAA8,1928660025.0,0,2019-02-07,2019-02-07,2019-01-23,36365.76,15,1,1,2,3,0.4803832811558755,3.571130126171632,44.5,0,2,0.6140236390162712,1,0,Medium Risk
U001,0200772670,ASSOCIAT us,,2020.0,1930736164.0,2020-04-02,20200402,20200402,20200417.0,USD,RV,1.0,,65843.26,20200402.0,NAU5,1930736164.0,1,2020-04-17,,2020-04-02,65843.26,15,4,2,4,4,0.6481724652442218,2.156662329806585,292.5,0,5,0.7335178307415877,1,84,High Risk
U001,0200769623,WAL-MAR corporation,2019-03-18 00:00:00,2019.0,1928913853.0,2019-03-07,20190306,20190307,20190322.0,USD,RV,1.0,,2067.18,20190307.0,NAH4,1928913853.0,0,2019-03-22,2019-03-18,2019-03-07,2067.18,15,3,1,3,4,0.1765038817022837,0.9707304588804326,3443.0,0,0,0.3360655605587546,0,0,Low Risk
U001,0200797452,US  corp,2019-05-17 00:00:00,2019.0,1929230211.0,2019-04-29,20190429,20190429,20190514.0,USD,RV,1.0,,59731.06,20190429.0,NAA8,1929230211.0,0,2019-05-14,2019-05-17,2019-04-29,59731.06,15,4,2,5,1,0.7628329910992897,2.6837691645668014,32.5,0,2,0.7182206909067671,1,0,High Risk
U001,0200761734,H E BUT systems,2019-03-19 00:00:00,2019.0,1928895946.0,2019-03-05,20190304,20190305,20190320.0,USD,RV,1.0,,7787.1,20190305.0,NAA8,1928895946.0,0,2019-03-20,2019-03-19,2019-03-05,7787.1,15,3,1,3,2,0.167209289716476,0.2972233387102868,127.0,0,2,0.3054484945319338,0,0,Low Risk
U001,0200416837,DEC associates,2020-01-15 00:00:00,2020.0,1930358429.0,2020-01-06,20200106,20200106,20200124.0,USD,RV,1.0,,2175.46,20200101.0,NAM4,1930358429.0,0,2020-01-24,2020-01-15,2020-01-06,2175.46,18,1,1,1,4,0.2234976887021036,0.5326251523071716,108.0,0,18,0.3761896499481797,0,0,Low Risk
CA02,0140106408,WAL-M systems,2019-05-16 00:00:00,2019.0,2960544069.0,2019-04-25,20190425,20190425,20190505.0,CAD,RV,1.0,,5417.93,20190425.0,CA10,2960544069.0,0,2019-05-05,2019-05-16,2019-04-25,5417.93,10,4,2,5,6,0.996996996996997,10.732870017634704,166.0,2,6,0.9592508920570112,1,0,High Risk
U001,0200705742,DOT co,2019-08-13 00:00:00,2019.0,1929672122.0,2019-07-28,20190729,20190728,20190812.0,USD,RV,1.0,,21953.66,20190728.0,NAA8,1929672122.0,0,2019-08-12,2019-08-13,2019-07-28,21953.66,15,7,3,8,0,0.0904534444206996,0.205549277917228,266.5,0,2,0.1908537660716618,0,0,Low Risk
U001,0200714710,SYSCO  llc,2019-09-30 00:00:00,2019.0,1929877390.0,2019-09-16,20190916,20190916,20191001.0,USD,RV,1.0,,660.04,20190916.0,NAA8,1929877390.0,0,2019-10-01,2019-09-30,2019-09-16,660.04,15,9,3,10,1,0.5949363421813374,1.7329532772715197,77.0,0,2,0.6002399670765712,1,0,Medium Risk
U001,0200762301,C&S WH associates,2019-07-09 00:00:00,2019.0,1929534004.0,2019-06-25,20190624,20190625,20190710.0,USD,RV,1.0,,25093.71,20190625.0,NAC6,1929534004.0,0,2019-07-10,2019-07-09,2019-06-25,25093.71,15,6,2,7,2,0.3275645865953983,0.958837070833118,467.0,0,10,0.3944854789798013,0,0,Low Risk
U001,0200762301,C&S WH llc,2019-11-01 00:00:00,2019.0,1929792419.0,2019-08-27,20190826,20190827,20191031.0,USD,RV,1.0,,1583.54,20190827.0,NAGD,1929792419.0,0,2019-10-31,2019-11-01,2019-08-27,1583.54,65,8,3,10,3,0.3275645865953983,0.958837070833118,467.0,0,35,0.3127534921160059,0,0,Low Risk
U001,0200020431,DEC corporation,2019-09-16 00:00:00,2019.0,1929856948.0,2019-09-10,20190910,20190910,20190924.0,USD,RV,1.0,,186.72,20190901.0,NAM4,1929856948.0,0,2019-09-24,2019-09-16,2019-09-10,186.72,14,9,3,9,1,0.1076555367384952,0.2285502126649405,91.5,0,18,0.2023166042880888,0,0,Low Risk
U001,0200759878,SA us,2019-08-06 00:00:00,2019.0,1929636989.0,2019-07-19,20190719,20190719,20190803.0,USD,RV,1.0,,41744.71,20190719.0,NAH4,1929636989.0,0,2019-08-03,2019-08-06,2019-07-19,41744.71,15,7,3,8,5,0.8349609971620193,1.8622329249071916,423.5,0,0,0.860006111553698,1,0,High Risk
U001,0200769623,WAL-MAR corp,2019-05-29 00:00:00,2019.0,1929335945.0,2019-05-18,20190517,20190518,20190602.0,USD,RV,1.0,,44117.6,20190518.0,NAH4,1929335945.0,0,2019-06-02,2019-05-29,2019-05-18,44117.6,15,5,2,6,6,0.1765038817022837,0.9707304588804326,3443.0,0,0,0.4117523020971966,0,0,Low Risk
U001,0200706844,WINC foundation,,2020.0,1930599854.0,2020-03-04,20200304,20200304,20200319.0,USD,RV,1.0,,359.44,20200304.0,NAA8,1930599854.0,1,2020-03-19,,2020-03-04,359.44,15,3,1,3,3,0.4674483736534698,1.6099133131571022,126.0,0,2,0.586611749421722,1,113,Medium Risk
U001,0200743129,BROOKS associates,2019-09-03 00:00:00,2019.0,1929755111.0,2019-08-21,20190816,20190821,20190905.0,USD,RV,1.0,,62936.98,20190821.0,NAA8,1929755111.0,0,2019-09-05,2019-09-03,2019-08-21,62936.98,15,8,3,9,3,0.3805318316256555,1.5237577349894835,18.0,0,2,0.5124329191731902,1,0,Medium Risk
U001,CCU013,KRAFT F llc,2019-11-01 00:00:00,2019.0,1929895187.0,2019-09-24,20190922,20190924,20190924.0,USD,RV,1.0,,22644.2,20190924.0,NAX2,1929895187.0,0,2019-09-24,2019-11-01,2019-09-24,22644.2,0,9,3,9,1,0.9977777777777778,44.65064408295906,224.5,0,3,0.9768898216837668,1,0,High Risk
U001,0100043975,JAVA ,,2020.0,1930740345.0,2020-04-03,20200403,20200403,20200418.0,USD,RV,1.0,,1427.36,20200403.0,NAA8,1930740345.0,1,2020-04-18,,2020-04-03,1427.36,15,4,2,4,5,0.1666666666666666,0.1666666666666666,1.0,0,2,0.4243017554287783,0,83,Low Risk
U001,0200769623,WAL-MAR co,2020-01-23 00:00:00,2020.0,1930388088.0,2020-01-13,20200111,20200113,20200128.0,USD,RV,1.0,,10210.46,20200113.0,NAH4,1930388088.0,0,2020-01-28,2020-01-23,2020-01-13,10210.46,15,1,1,1,1,0.1765038817022837,0.9707304588804326,3443.0,0,0,0.227668436088736,0,0,Low Risk
U001,0200705742,DOT corporation,2019-11-13 00:00:00,2019.0,1930065466.0,2019-10-29,20191029,20191029,20191113.0,USD,RV,1.0,,6293.46,20191029.0,NAA8,1930065466.0,0,2019-11-13,2019-11-13,2019-10-29,6293.46,15,10,4,11,2,0.0904534444206996,0.205549277917228,266.5,0,2,0.251846439725488,0,0,Low Risk
U001,0200762301,C&S WH in,,2020.0,1930592552.0,2020-03-04,20200302,20200304,20200319.0,USD,RV,1.0,,99091.71,20200304.0,NAC6,1930592552.0,1,2020-03-19,,2020-03-04,99091.71,15,3,1,3,3,0.3275645865953983,0.958837070833118,467.0,0,10,0.4274424139774939,0,113,Low Risk
U001,0200148860,DOLLA associates,,2020.0,1930732920.0,2020-04-03,20200402,20200403,20200607.0,USD,RV,1.0,,6543.44,20200403.0,NAGD,1930732920.0,1,2020-06-07,,2020-04-03,6543.44,65,4,2,6,6,0.1678473240640806,0.7037492891699698,101.0,0,35,0.3218892023215843,0,33,Low Risk
U001,0200759878,SA systems,2019-03-15 00:00:00,2019.0,1928871349.0,2019-02-27,20190227,20190227,20190314.0,USD,RV,1.0,,43759.47,20190227.0,NAH4,1928871349.0,0,2019-03-14,2019-03-15,2019-02-27,43759.47,15,2,1,3,3,0.8349609971620193,1.8622329249071916,423.5,0,0,0.8136716829374923,1,0,High Risk
U001,0200744019,TARG systems,2019-09-11 00:00:00,2019.0,1929798040.0,2019-08-28,20190827,20190828,20190912.0,USD,RV,1.0,,58744.01,20190828.0,NAA8,1929798040.0,0,2019-09-12,2019-09-11,2019-08-28,58744.01,15,8,3,9,3,0.7367411018545494,4.087887182035333,311.0,0,2,0.7776568628807256,1,0,High Risk
U001,0200726979,BJ'S  us,2019-06-17 00:00:00,2019.0,1929402054.0,2019-05-31,20190530,20190531,20190615.0,USD,RV,1.0,,18583.57,20190531.0,NAA8,1929402054.0,0,2019-06-15,2019-06-17,2019-05-31,18583.57,15,5,2,6,5,0.5191912956595145,1.1648432156942987,580.5,0,2,0.6865551026472964,1,0,Medium Risk
U002,0200806643,PLAZA WA corporation,2019-08-05 00:00:00,2019.0,1990566997.0,2019-07-01,20190701,20190701,20190805.0,USD,RV,1.0,,13437.26,20190701.0,NAG2,1990566997.0,0,2019-08-05,2019-08-05,2019-07-01,13437.26,35,7,3,8,0,0.1166666666666666,1.1666666666666663,2.0,3,8,0.2531041241222875,0,0,Low Risk
U001,0200790107,ROU associates,2019-11-20 00:00:00,2019.0,1930100947.0,2019-11-05,20191105,20191105,20191120.0,USD,RV,1.0,,39259.33,20191105.0,NAC6,1930100947.0,0,2019-11-20,2019-11-20,2019-11-05,39259.33,15,11,4,11,2,0.3532723160662189,0.7293252425804653,21.5,0,10,0.4160144695873408,0,0,Low Risk
U001,0100043882,HAWAI ,2019-12-30 00:00:00,2019.0,1930289941.0,2019-12-17,20191217,20191217,20200101.0,USD,RV,1.0,,35428.53,20191217.0,NAA8,1930289941.0,0,2020-01-01,2019-12-30,2019-12-17,35428.53,15,12,4,1,2,0.0,0.0,0.0,0,2,0.1984784931582077,0,0,Low Risk
U001,0200769623,WAL-MAR trust,2019-02-05 00:00:00,2019.0,1928683186.0,2019-01-26,20190125,20190126,20190210.0,USD,RV,1.0,,2213.68,20190126.0,NAH4,1928683186.0,0,2019-02-10,2019-02-05,2019-01-26,2213.68,15,1,1,2,6,0.1765038817022837,0.9707304588804326,3443.0,0,0,0.4155305248673076,0,0,Low Risk
CA02,0100027744,OMEGA AD in,,2020.0,2960635652.0,2020-05-19,20200519,20200519,20200519.0,CAD,RV,1.0,,7035.0,20200519.0,CAB1,2960635652.0,1,2020-05-19,,2020-05-19,7035.0,0,5,2,5,1,0.75,1.7916666666666663,1.5,2,25,0.7152582193472755,1,52,High Risk
U001,0200706844,WINC co,2019-02-19 00:00:00,2019.0,1928721098.0,2019-02-01,20190201,20190201,20181229.0,USD,RV,1.0,,576.88,20181214.0,NAA8,1928721098.0,0,2018-12-29,2019-02-19,2019-02-01,576.88,-34,2,1,12,5,0.4674483736534698,1.6099133131571022,126.0,0,2,0.7218492951794164,1,0,High Risk
U001,0200759878,SA corp,2019-02-05 00:00:00,2019.0,1928646891.0,2019-01-19,20190118,20190119,20190203.0,USD,RV,1.0,,18033.31,20190119.0,NAH4,1928646891.0,0,2019-02-03,2019-02-05,2019-01-19,18033.31,15,1,1,2,6,0.8349609971620193,1.8622329249071916,423.5,0,0,0.8812429941554166,1,0,High Risk
U001,0200749782,KROG corp,2019-06-27 00:00:00,2019.0,1929478400.0,2019-06-12,20190612,20190612,20190627.0,USD,RV,1.0,,92275.72,20190612.0,NAA8,1929478400.0,0,2019-06-27,2019-06-27,2019-06-12,92275.72,15,6,2,6,3,0.2652660590673252,0.3932277878340694,20.5,0,2,0.408090586830816,0,0,Low Risk
U001,0200769623,WAL-MAR ,2019-10-15 00:00:00,2019.0,1929951273.0,2019-10-02,20191002,20191002,20191017.0,USD,RV,1.0,,1898.2,20191002.0,NAH4,1929951273.0,0,2019-10-17,2019-10-15,2019-10-02,1898.2,15,10,4,10,3,0.1765038817022837,0.9707304588804326,3443.0,0,0,0.2948262785745836,0,0,Low Risk
U001,0200712349,FOOD trust,2020-02-14 00:00:00,2020.0,1930447917.0,2020-01-31,20200127,20200131,20200215.0,USD,RV,1.0,,3762.15,20200131.0,NAA8,1930447917.0,0,2020-02-15,2020-02-14,2020-01-31,3762.15,15,1,1,2,5,0.0,0.0,0.5,0,2,0.3044963243454845,0,0,Low Risk
U001,0200707005,KING S co,2019-11-18 00:00:00,2019.0,1930065929.0,2019-11-01,20191029,20191101,20191116.0,USD,RV,1.0,,10129.32,20191101.0,NAA8,1930065929.0,0,2019-11-16,2019-11-18,2019-11-01,10129.32,15,11,4,11,5,0.3256514591510992,0.4541311591072673,50.0,0,2,0.5489063747048398,1,0,Medium Risk
